trial,miss_distance_m,final_altitude_m,flight_time_s,terrain_override_fired,control_saturated,rms_q_error,rms_theta_error,LAT_INIT,LON_INIT,LAT_TARGET,LON_TARGET,target_downrange_m
167,532.97984951768,784.630305907406,77.3,1,0,0.00430731337420638,0.0128118860224904,34.2373175139078,-119.453958872549,34.6481655099324,-118.761291187597,78240.7491250145
168,594.988200008816,769.510597933707,78,1,0,0.00467634710940505,0.0440953909824707,34.2351445218662,-119.453122687866,34.6671033085611,-118.768203024804,79063.6090670109
169,543.434793706077,790.555867767811,78.6,1,0,0.00454090649409306,0.0145309205595452,34.2335426002053,-119.47484299019,34.6516264749846,-118.771699719323,79490.5456932826
170,635.771788594961,793.108781292706,79.1,1,0,0.00445917730826777,0.0174368264776311,34.2163087783243,-119.452199529914,34.6544550450144,-118.755628765452,80339.7809212367
171,522.733147022477,769.375209217952,75.6,1,0,0.0044611262216425,0.0419265570796338,34.2447788419526,-119.441383556568,34.6673676555446,-118.782874342993,76507.0264434718
172,557.818110453649,785.449304941739,79.9,1,0,0.00506726819064813,0.0160442878403753,34.2313789185481,-119.485269880119,34.649139995302,-118.764297546222,80803.2507740724
173,516.609748928251,784.317630020733,76.2,1,0,0.00456000678008165,0.0220681479990452,34.2419295824509,-119.449703008725,34.6551023601121,-118.775545391601,77019.6301243223
174,514.239393997654,748.826845192762,76,1,0,0.00452780547649016,0.0398023346273573,34.2414253841142,-119.449073575892,34.6584197763105,-118.783458270352,76647.8835131953
175,648.449390540278,794.196404552521,79.2,1,0,0.00464321370906412,0.0270488451175613,34.2226527275318,-119.452960729646,34.6754352748544,-118.768792049068,80438.7805407466
176,682.489687339996,788.330879711609,78.5,1,0,0.00451208829616124,0.0175152071296651,34.2425234981548,-119.467070599066,34.6689877593917,-118.767242347725,79786.258503648
177,505.541813482633,788.137957413588,75.1,1,0,0.00432459387373661,0.0082509972039254,34.2461290535235,-119.446589180902,34.6453499824756,-118.777286034773,75744.9677337469
178,546.508328962915,774.856382537103,78.7,1,0,0.00470039669413886,0.00957703268163351,34.2247676758278,-119.467687667834,34.6653059358889,-118.784502677216,79525.0020707906
179,522.90314987198,794.037906113817,76.7,1,0,0.00491850317247965,0.00703430768278669,34.2334020646596,-119.452439376718,34.6534008859212,-118.777265545964,77552.1729474812
180,650.628148230391,788.153542588117,77.5,1,0,0.00515132281221184,0.0122105640620138,34.2306840753717,-119.440157189632,34.6612372239266,-118.758211896712,78755.1093242041
181,565.8148298672,779.878954576204,78.7,1,0,0.00426219703894836,0.00953553063900529,34.2298755286726,-119.464658808662,34.6544931408221,-118.764152024044,79722.9162768849
182,556.883744808268,786.506958046189,77.7,1,0,0.00436373732748873,0.0165522611768764,34.2443033103022,-119.462382105058,34.6670668149067,-118.773439284675,78739.5300994421
183,539.160159789629,771.637035896175,77.7,1,0,0.00468556789357401,0.0332094091702802,34.2250079975944,-119.449966993392,34.6603988603577,-118.774620448784,78607.5877699309
184,563.083298888212,794.635222567272,79.4,1,0,0.00449668703057267,0.0213985247749385,34.2261835048452,-119.46327279589,34.6715649222195,-118.77205877954,80434.4188258381
185,577.190970533892,778.304844333531,79,1,0,0.00428268450576001,0.00753409821236294,34.2290143809092,-119.460209513246,34.653334225353,-118.754439540547,80093.4412523266
186,716.919106169,777.686000459566,79.2,1,0,0.00478048228489595,0.01640632271583,34.2306815961697,-119.462808327968,34.6622067564511,-118.757640580683,80520.376036446
187,559.997701108935,784.486971545792,79.7,1,0,0.00438145675499872,0.02858280439222,34.2135237291524,-119.46500277132,34.664318473055,-118.776295384506,80632.1634588791
188,604.483787871968,761.627661881716,76.7,1,0,0.00503637565213639,0.0350874803777677,34.2592263100291,-119.457022403643,34.6588367376901,-118.760636809178,77787.177137956
189,549.834745873193,765.923174106923,78.2,1,0,0.00496714315507285,0.0146154378941714,34.2375792752447,-119.465162058932,34.652602952959,-118.763600078983,79172.5841155942
190,533.376922288031,790.255350922984,76.8,1,0,0.00496026083931259,0.0293590057999159,34.2323465079368,-119.45093769179,34.6534059789689,-118.774420843861,77721.8279742125
191,581.13364849621,777.85971631458,76,1,0,0.00460906235156777,0.0239340587440667,34.2535360983229,-119.448426845894,34.6683048604825,-118.774619869001,77092.4974924658
192,534.350456097139,788.208374182557,77.5,1,0,0.00427941054659431,0.0215691115609735,34.2259622056344,-119.461248119064,34.6634670136763,-118.791433836418,78353.0979749679
193,614.263939441632,782.096447631434,80.4,1,0,0.00448452196467941,0.0118585954084259,34.2053212219413,-119.458856810515,34.6517911596406,-118.752833103304,81594.8320714143
194,569.884255479809,789.902512370843,76.6,1,0,0.00492291259301887,0.014573993683702,34.246606349461,-119.451435565761,34.653032368352,-118.762562304409,77667.0711000908
195,511.130741174802,771.317637229339,76,1,0,0.0045755712654896,0.0176618948913743,34.2486893300666,-119.456042027582,34.6477329903962,-118.773438967973,76723.5566652907
196,541.044254571171,766.27745350908,77.3,1,0,0.00484920483528863,0.0108183841265444,34.2345907318416,-119.451082211427,34.6563880234433,-118.767909540466,78257.4347120198
197,699.654716696612,781.686047155948,79.3,1,0,0.00468170588185809,0.0215460338157939,34.2315236688344,-119.466862421546,34.6613993591525,-118.758724609751,80630.3682470773
198,544.009445686876,781.742091424258,78,1,0,0.00451385478293175,0.00934945730686827,34.2325662705842,-119.460300481672,34.6588661020618,-118.771673508042,78957.7840034136
199,511.975913545857,771.271396425348,75.4,1,0,0.00478664197721232,0.0161327624691898,34.2264786654793,-119.442112935288,34.635329625385,-118.779829733444,75869.7910411246
200,547.461630181802,756.771184179531,76.3,1,0,0.00442505842401364,0.0404325334650414,34.2435070619815,-119.445324871128,34.6527842612017,-118.764672837967,77242.6223233134
201,568.762209127946,780.575659869297,79.6,1,0,0.00461934903152857,0.0138213727205771,34.2200605287017,-119.462984380195,34.6578424973859,-118.761900386617,80642.6356833722
202,632.458225535765,778.723296932233,79.4,1,0,0.00445897158560365,0.0152532418561206,34.2197770321677,-119.458658177028,34.6697757115574,-118.769505098828,80605.7334840786
203,536.130037463479,755.992076536673,77.7,1,0,0.00470129394531882,0.0388486263405185,34.2315501524185,-119.455539205146,34.659391800844,-118.774162643746,78530.9851170811
204,522.328386382944,787.034740504734,77,1,0,0.00485070473706374,0.0224299642862621,34.2477131818951,-119.472001288447,34.6462055454911,-118.775889546147,77703.1818759201
205,626.797272985909,774.681998049449,79.8,1,0,0.00442866471185075,0.015733264084198,34.2284652610719,-119.465671288085,34.6567170265723,-118.751282757747,80988.8194489768
206,651.895689089553,766.849943950631,78.9,1,0,0.00468956459084457,0.0428407791968804,34.2300859969266,-119.452430150935,34.6720253869352,-118.76231935052,80118.1118444342
207,567.541519535363,781.551872208677,79.5,1,0,0.00460238002259159,0.0304330687030885,34.2116432370555,-119.454635662017,34.6487227711262,-118.754303513994,80545.8956398134
208,538.471284881407,794.994637991602,77.2,1,0,0.00421483144022259,0.0397583031261932,34.2284560494107,-119.449580769304,34.6480677976462,-118.765974069299,78148.3036769998
209,527.050019119832,792.759024467909,77.6,1,0,0.0046442412080014,0.0288905256347654,34.2419237045599,-119.475642332557,34.6362236989191,-118.767189862956,78378.7528542998
210,641.51679498289,778.447973858141,79.6,1,0,0.00456967067183564,0.0270693611645502,34.2208560117575,-119.452473705069,34.6664972618995,-118.755651568206,80861.0827254127
211,537.109096116439,780.248843687122,77.8,1,0,0.0043482381536109,0.022683160646439,34.2329966990109,-119.457772894343,34.6497257082078,-118.763846130485,78718.5185028534
212,589.916906482713,772.066538192229,76.9,1,0,0.0047919735478859,0.00470448056645936,34.2529645309551,-119.450381530615,34.6743601996277,-118.769747818616,78033.5081749242
213,768.014295507055,773.093848281631,80.6,1,0,0.00472952622025363,0.0191098406508746,34.2193317717961,-119.466069085397,34.6624521409819,-118.751077891575,82017.0547639868
214,605.71449745864,764.328581589739,79.2,1,0,0.00487529633300542,0.0166583146761851,34.2256414041062,-119.464624030896,34.6696178457769,-118.77339973673,80339.8138498665
215,531.02800403991,775.545622129454,77,1,0,0.00452964204287393,0.0111203458086836,34.2420438354047,-119.456744960816,34.6518334897839,-118.767647093315,77903.7639927063
216,520.683783470047,793.932213146153,76.5,1,0,0.00457270892338286,0.0209872015242808,34.2318277602935,-119.454193644952,34.6468904960617,-118.779265397076,77207.242058519
217,538.959792385345,791.414385923052,77.8,1,0,0.00494517027066888,0.0274266352043483,34.2322091879053,-119.457296918219,34.6653686581519,-118.777898756033,78745.0390069493
218,724.59493591341,771.93404056562,78.8,1,0,0.00463330399780507,0.0416699116278104,34.2527485379114,-119.468900962409,34.6730812906674,-118.759139221659,80116.36813966
219,516.740418208887,772.335316237876,75.7,1,0,0.00494089531643805,0.0269225396493891,34.2392637867643,-119.448719976909,34.6538834956972,-118.786530525114,76239.9626988878
220,531.142075659428,776.04763397747,77.5,1,0,0.0042126796657042,0.0148143549659395,34.2348271768063,-119.449498285418,34.6488847880197,-118.757621329595,78391.5137587064
221,575.326872865,765.564680710431,79.8,1,0,0.00454693666871135,0.010307365969072,34.2152916284555,-119.469130322728,34.6591863285043,-118.770861237051,80851.1705923882
222,588.745370946932,777.99162501157,78.2,1,0,0.00441239901328786,0.0139707931012295,34.2455094283762,-119.46948931414,34.6741337837804,-118.77771863769,79334.9382171166
223,714.811122859736,769.185916225294,79.8,1,0,0.00470325279599043,0.00988659374308121,34.2294089347022,-119.466466807342,34.6628815220532,-118.754505331645,81150.1095481343
224,578.704292714954,794.187724409648,78.4,1,0,0.0041938210238231,0.0260585310009538,34.226984261091,-119.454963904407,34.6664499006114,-118.770951905594,79510.4050704342
225,542.229715025195,782.851384043381,77.7,1,0,0.00474667452809182,0.0182584015362534,34.2287874892336,-119.450110622225,34.6526339274349,-118.763387054487,78657.5273814195
226,539.128511111979,790.811152147996,76.6,1,0,0.00485982267329872,0.0182353957750707,34.223900677782,-119.437771648347,34.6592514505825,-118.776861895527,77566.7441035947
227,743.27687126552,788.195775672727,78.6,1,0,0.00470077542955507,0.00871593122509438,34.2384230043058,-119.458416528109,34.6634974420673,-118.754550513161,79995.8642658522
228,540.399416730316,794.962862369868,78,0,0,0.00439890364211271,0.0214339903528627,34.2408908405542,-119.451950909372,34.6852654132908,-118.782456242755,78796.298434321
229,558.151302576063,771.920629659814,78.7,1,0,0.00482258419078415,0.0233280930851971,34.226563668801,-119.46695660996,34.6555702147025,-118.771141187457,79668.6197743698
230,567.262005270152,787.466582632768,75.2,1,0,0.0041403189103289,0.00636271471526674,34.2570334366183,-119.438734512847,34.6668729723149,-118.771861687042,76254.6023122126
231,511.437399243955,767.376765262891,75.8,1,0,0.00462466477954433,0.0105531973560399,34.2577798579187,-119.456214223376,34.6588201427856,-118.776674225958,76617.4700256036
232,556.468050721664,783.509072852051,79.1,1,0,0.00443895107886121,0.0205260873120798,34.2136066623063,-119.457593114194,34.6564774727333,-118.768829154106,80093.8032696283
233,541.087590888768,788.313462490889,77.8,1,0,0.00458759177999176,0.0127628397057338,34.2339246335074,-119.478287962478,34.6439316996602,-118.783061811554,78379.2740043991
234,631.492572727021,791.348015461054,78.7,1,0,0.00461890949617846,0.0173616153361786,34.2540912295687,-119.47053926891,34.6714597453533,-118.760831953085,79920.5576135257
235,551.720553655144,776.175525506009,77.6,1,0,0.0049339247486536,0.0178409585651142,34.2351785658957,-119.45018471675,34.6539930323442,-118.759503309934,78613.3078446432
236,525.345381129488,740.06213934175,76.1,1,0,0.00479786301847156,0.0589924732595702,34.2366837256291,-119.453461488021,34.6481354265525,-118.784534258061,76524.2568543289
237,652.956244649307,792.409715103081,77.6,1,0,0.00458317244868857,0.0141731344929815,34.2532902623233,-119.45908216897,34.6661692653463,-118.759998267992,78839.8309866381
238,523.688077784568,773.169193488869,76.8,1,0,0.00467742052545237,0.0175743051357433,34.24814429933,-119.46824353948,34.6588259977932,-118.785092465619,77516.5516147766
239,524.542043455925,790.535602498629,76.6,1,0,0.00480950291027432,0.0183711869668231,34.22066171128,-119.441069771572,34.6511325340756,-118.777945916585,77391.952251209
240,521.164397173784,781.369907293397,76.4,1,0,0.00481272031711406,0.0199207224177383,34.2328911883782,-119.448431111969,34.6602501064388,-118.78509811014,77187.4105689613
241,594.595469392268,770.254395427079,78.9,1,0,0.00408422776695386,0.0062723280575273,34.2273031105062,-119.46109297244,34.6594465380246,-118.76344227497,80011.050593389
242,510.864397314713,780.003463875722,75.5,1,0,0.00434405817227764,0.0210719453887229,34.2408494414561,-119.449188171993,34.6469045169977,-118.7818574548,76048.2950957039
243,532.743967714072,772.005259651704,77.5,1,0,0.00418503863948721,0.0141573047971199,34.214093245957,-119.448277794981,34.6411320128011,-118.771568590804,78147.1496708076
244,845.761636101549,767.92465586047,80,1,0,0.0044559172578117,0.0450572737952452,34.227718057383,-119.459125234603,34.6689468721731,-118.749519205597,81491.3882941027
245,585.241248412571,781.830689089251,79.2,1,0,0.00454647872193383,0.0196404016455488,34.2109704041281,-119.455070925797,34.6651078910716,-118.774348558892,80293.6397908001
246,609.961685192622,776.203566389396,78.6,1,0,0.00461486764301509,0.012770033716404,34.2247694594851,-119.44959941972,34.6660694712684,-118.763805468383,79765.4515272805
247,505.097687562752,762.785690160003,75,1,0,0.00473037422378035,0.00724453115320351,34.24580192475,-119.437062120256,34.660666029941,-118.780935090788,75810.690153938
248,591.59222606399,782.04954805754,77.9,1,0,0.00473389717776357,0.0098502765537239,34.2334764926316,-119.455051906749,34.6665192118885,-118.771787441032,79017.1713000119
249,631.380150545467,780.397362643187,78,1,0,0.00440463871495825,0.00817708912173294,34.2402468279844,-119.455279840634,34.6767059800605,-118.772253612414,79226.9457165899
250,701.202611129627,786.868421661485,79,1,0,0.00482927789337558,0.0245396874343981,34.2175380271507,-119.447487232949,34.6723120895887,-118.767084412738,80311.4110386403
251,618.925392261283,766.688158898694,77.7,1,0,0.00450831330020413,0.0561951147097227,34.2348121977887,-119.449590937016,34.6708070559703,-118.771675428034,78828.6685126582
252,553.820593448629,769.789008488373,78.1,1,0,0.00446448699525509,0.0193936707499504,34.2150378837571,-119.442710672272,34.6661881362432,-118.776006960923,79085.685001607
253,529.617132906769,765.592135349989,77.2,1,0,0.00507072810989956,0.0196750373915229,34.2313971014074,-119.452070664212,34.6560093879186,-118.775085089387,77994.1610599549
254,537.667347477527,786.609875978761,78,1,0,0.00502859465147164,0.0269504996738449,34.2412291952166,-119.455189973725,34.6773586716803,-118.778867914967,78718.9421293293
255,580.589651318305,764.428197498169,77,1,0,0.00467853913144148,0.0277704981506871,34.2393726434027,-119.444461564863,34.6628141846234,-118.765346468822,78066.7062648977
256,532.420567928698,777.564563151467,76.3,1,0,0.00493762152987677,0.0598427928885295,34.2374147296483,-119.445142419935,34.6660370428002,-118.78281871301,77198.1997321875
257,614.490042240325,780.539586434254,79.7,1,0,0.00464224128500772,0.0295384969451067,34.2398249975534,-119.469839318778,34.6670944361561,-118.755868093915,80886.7750940259
258,631.623889733217,775.402101879949,79,1,0,0.00474267166331628,0.0146094532335106,34.2245688696144,-119.456681481566,34.6713760274048,-118.769622673316,80233.1446063147
259,642.444696969844,761.66404777642,77.9,1,0,0.0042363066751081,0.0345603872242061,34.243668878226,-119.457724624217,34.6578465027352,-118.756573080721,79083.6407480667
260,630.600223755835,762.930951118625,77.4,1,0,0.00465364023479694,0.0214292795448367,34.2429039298665,-119.451329782142,34.6682943899284,-118.767078881577,78570.4004794556
261,545.483835551411,764.671392901794,78.1,1,0,0.00437430635812564,0.0116022617034954,34.2199096863858,-119.452908783326,34.655974576578,-118.772534356704,79020.1133141076
262,791.646814258028,761.52224501677,78.6,1,0,0.00481399791377639,0.0372652938833362,34.227741409129,-119.438347117018,34.6683653713558,-118.748660037114,79999.5624156515
263,565.626451372273,769.597618250921,78.1,1,0,0.00464802750192966,0.0173534202741763,34.2351791989201,-119.461307978436,34.6499597829556,-118.760146684803,79128.5506398413
264,507.544128042498,792.744032450466,75.4,1,0,0.00429987216297717,0.0275191604558226,34.2509224326292,-119.452191445507,34.6549878939098,-118.781902764755,76130.5705229717
265,530.663370174321,761.831922541861,77.5,1,0,0.00411658798655069,0.0197204412227492,34.2394932329752,-119.470868862503,34.6497451021556,-118.778937390976,78146.0815800107
266,827.612178143347,777.057112121364,78.6,1,0,0.00418100075904038,0.0237230312365777,34.2420993692978,-119.457511739642,34.6790976700066,-118.762723800948,80117.0746783093
267,544.330494708947,790.125192652932,78.5,1,0,0.00449272134269247,0.0241747070250898,34.223425171987,-119.471977945313,34.6527627195779,-118.781861902053,79274.5972793637
268,595.254771397703,782.255339174809,78.8,1,0,0.00450744172245082,0.0261795767627993,34.2243731008226,-119.459011382904,34.6618710729946,-118.76759701731,79915.7233296226
269,603.224658143729,764.127310378492,78.8,1,0,0.00464718761188827,0.0369445609435632,34.2300841904928,-119.464572502021,34.6625923033702,-118.769009620839,79880.6531456624
270,772.450928626542,768.424163951932,80.4,1,0,0.00454104765890843,0.015113013032736,34.2350553328122,-119.477064311667,34.6662138915784,-118.753650290645,81843.4568383864
271,539.009958160503,771.52566322237,78.2,1,0,0.00474757728996271,0.0173662331244033,34.2369754516432,-119.468053340446,34.6548406123285,-118.770605844041,79051.1105047935
272,528.356286139619,773.111296602042,76.9,1,0,0.00456586935670556,0.00910476174907868,34.2383643833625,-119.454641098129,34.668054127896,-118.784812408388,77812.6552590207
273,522.16785746628,776.342390238739,76.9,1,0,0.00465144184462841,0.0145097026599605,34.248211340119,-119.465898247707,34.6526960069164,-118.77561639657,77646.5190784548
274,524.860348823367,791.571472842428,76.7,1,0,0.00451165418349673,0.0124553453187597,34.2258750266738,-119.444128585679,34.6547418279405,-118.778120702121,77487.527812521
275,551.652529548878,765.933875993713,78.1,1,0,0.00451008322151696,0.0242026425323703,34.2250688225868,-119.451553461758,34.6564495878189,-118.766343379879,79051.9406814936
276,541.642198625973,764.476907903255,78.2,1,0,0.00483033270232015,0.0285355438253028,34.2206904457393,-119.455680401444,34.6496165929548,-118.767829060068,79083.0663822794
277,708.460436121582,791.885492796246,78.2,1,0,0.00442433704970368,0.00879259446773063,34.2353346669516,-119.45130031692,34.6675469737089,-118.760288202234,79524.8986019074
278,549.59215526071,792.106040640386,77.5,1,0,0.00519614925229865,0.0507499711313902,34.2301335995942,-119.453634667233,34.6618045831071,-118.777384998261,78417.0777939334
279,527.244108775728,774.296818304746,77.2,1,0,0.00443547308311543,0.0230865504147691,34.2391655668431,-119.462035830327,34.6499139205462,-118.772839743042,77974.9337234601
280,520.955187490289,766.698625317764,76.5,1,0,0.00419675510190935,0.032693549065191,34.245658916265,-119.456368253501,34.6630471698986,-118.782225944194,77295.5692621705
281,535.928305521027,790.076625572506,77.8,0,0,0.00454639796374379,0.0242427421274637,34.2417803217326,-119.450653206433,34.6832585943265,-118.782292426229,78513.9119623509
282,530.049462547545,757.677306031887,76.8,1,0,0.00446115858951543,0.00869296352914114,34.2347537864728,-119.465340810496,34.6504422549012,-118.790240475169,77259.575633712
283,539.750856800124,788.497606681988,78.2,1,0,0.00490900484060555,0.0176461335021005,34.2294226071469,-119.46673950438,34.6509217975325,-118.772130873079,79082.9959514471
284,534.551983927766,778.46926406734,77.8,1,0,0.00464115435599822,0.0242252931697232,34.2276943113463,-119.460896254984,34.645418571441,-118.768752469881,78654.6537934802
285,503.910363763098,787.073667419696,75.1,1,0,0.00496002284181744,0.0121907876111893,34.2432621599208,-119.43919520539,34.6491483143894,-118.774875820891,75813.7250920987
286,505.528923627747,789.002607143026,75.1,1,0,0.00447851164974532,0.00500381635827499,34.2432994670133,-119.441893268848,34.6499004342632,-118.777647876878,75855.3890317512
287,861.231423840989,782.607508585844,79.5,1,0,0.00454844304116675,0.0345569619197989,34.2208655896298,-119.452683870465,34.6713013096607,-118.757980389168,81034.615761544
288,587.791532670218,770.848752999371,76.4,1,0,0.00498596807595195,0.0119444262333163,34.2463293147162,-119.443412227383,34.6552750925865,-118.758778181352,77514.7059284263
289,555.129649947484,768.500506234864,78.2,1,0,0.00477460311398149,0.0169261457603696,34.2218841689627,-119.451022166971,34.6547554058462,-118.76508605557,79206.9351413425
290,547.476481432203,789.979710855512,76,1,0,0.00468793439300771,0.0278657710894006,34.2429105405619,-119.443861817911,34.6566661449291,-118.770780002166,76978.4403422335
291,536.0069517952,766.467292247621,78,1,0,0.00480671534120869,0.0106350338369457,34.2307040942631,-119.469193333938,34.6521654601056,-118.778795745046,78769.0153938608
292,590.480739764869,780.707464515078,78.9,1,0,0.00448899148179939,0.0472962255436478,34.225753588165,-119.463130328169,34.6522578260183,-118.760722511192,79989.6222492975
293,512.209748114465,765.704163770643,76,1,0,0.00489621829094402,0.0452529640373856,34.239065994601,-119.44633943383,34.6465304768843,-118.771613623017,76688.1522889497
294,856.593161719103,785.684953017584,81.5,1,0,0.00446004743509397,0.0350910079133254,34.2204917460138,-119.477926614349,34.6776440258306,-118.761364024632,83072.6111652055
295,530.311847564535,792.404174691474,77.4,1,0,0.00512843220223686,0.017668074667382,34.2297564961631,-119.462642866874,34.6501462907188,-118.779422556217,78170.5684328344
296,520.913334580464,760.678046029296,76.4,1,0,0.00438711498647665,0.0159282398247251,34.231919815635,-119.451435084997,34.6555310796718,-118.786325058634,77062.1052710696
297,527.192966365279,762.024056004725,77,1,0,0.00465819016474197,0.0165891818161875,34.2350822707036,-119.458167148579,34.657264097938,-118.782948711723,77700.211186351
298,511.073700557689,763.947118260224,75.9,1,0,0.00457738917929621,0.0105248601582979,34.2446436414253,-119.453931810848,34.6480502415384,-118.77623295566,76641.1946391006
299,618.862919323163,773.271435528048,79,1,0,0.00464334401515873,0.0274158782888443,34.2369756079654,-119.46783960342,34.6647908874875,-118.764171517907,80161.7515297932
300,532.51300803423,769.158978791941,77.2,1,0,0.00468251619921659,0.00849079987646985,34.2332597189142,-119.450274711214,34.6532354908429,-118.767286234495,78124.0219439604
